"nom_table";"CAM_PRS_IDE_COD";"CAM_PRS_IDE_LIB"
"CAM_PRS_IDE";"ACFA012";"Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord suprapétreux"
"CAM_PRS_IDE";"ACFA007";"Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord translabyrinthique"
"CAM_PRS_IDE";"ACFA005";"Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord rétrolabyrinthique présigmoïdien"
"CAM_PRS_IDE";"ACFA010";"Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord infraoccipital rétrosigmoïdien"
"CAM_PRS_IDE";"ACFA027";"Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord transotique"
"CAM_PRS_IDE";"ACFA014";"Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par deux abords"
"CAM_PRS_IDE";"ACFA024";"Exérèse de tumeur du foramen magnum sans déroutement de l'artère vertébrale, par craniotomie"
"CAM_PRS_IDE";"ACFA019";"Exérèse de tumeur du foramen magnum avec déroutement de l'artère vertébrale, par craniotomie"
"CAM_PRS_IDE";"ACFA023";"Exérèse de tumeur du foramen jugulaire, par craniotomie"
"CAM_PRS_IDE";"ACFA002";"Exérèse de tumeur extraparenchymateuse de la convexité du cerveau sans atteinte de sinus veineux dural, par craniotomie"
"CAM_PRS_IDE";"ACFA028";"Exérèse de tumeur extraparenchymateuse de la convexité du cerveau envahissant un sinus veineux dural, par craniotomie"
"CAM_PRS_IDE";"ACFA008";"Exérèse de tumeur extraparenchymateuse de la convexité du cervelet sans atteinte de sinus veineux dural, par craniotomie"
"CAM_PRS_IDE";"ACFA018";"Exérèse de tumeur extraparenchymateuse de la convexité du cervelet envahissant un sinus veineux dural, par craniotomie"
"CAM_PRS_IDE";"ABFA010";"Exérèse de tumeur de la faux du cerveau, par craniotomie"
"CAM_PRS_IDE";"ABFA008";"Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle"
"CAM_PRS_IDE";"ABFA009";"Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle"
"CAM_PRS_IDE";"ABFC002";"Exérèse de lésion d'un ventricule latéral cérébral, par vidéochirurgie intracrânienne"
"CAM_PRS_IDE";"ABFA005";"Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie"
"CAM_PRS_IDE";"ABFC001";"Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne"
"CAM_PRS_IDE";"ABFA002";"Exérèse de lésion du troisième ventricule, par craniotomie"
"CAM_PRS_IDE";"ABFA006";"Exérèse de lésion du quatrième ventricule, par craniotomie"
"CAM_PRS_IDE";"AENA001";"Destruction sélective de la corne postérieure de la moelle épinière ou de la jonction radicellospinale, par abord postérieur"
"CAM_PRS_IDE";"AEPB001";"Cordotomie spinale, par voie transcutanée"
"CAM_PRS_IDE";"AEPA002";"Myélotomie, commissurotomie ou cordotomie spinale, par abord postérieur"
"CAM_PRS_IDE";"AHPA025";"Radicotomie spinale, par abord postérieur"
"CAM_PRS_IDE";"AEPA001";"Libération de moelle attachée, par abord postérieur"
"CAM_PRS_IDE";"AEFA001";"Exérèse de lésion de la moelle épinière sur un étage vertébral, par abord postérieur"
"CAM_PRS_IDE";"AEFA002";"Exérèse de lésion de la moelle épinière sur plusieurs étages vertébraux, par abord postérieur"
"CAM_PRS_IDE";"AEFA003";"Exérèse de lésion du cône médullaire, par abord postérieur"
"CAM_PRS_IDE";"AHFA007";"Exérèse de lésion de la queue de cheval sur un étage vertébral, par abord postérieur"
"CAM_PRS_IDE";"AHFA003";"Exérèse de lésion de la queue de cheval étendue sur plusieurs étages vertébraux [lésion géante de la queue de cheval], par abord postérieur"
"CAM_PRS_IDE";"AHFA012";"Exérèse de lipome de la queue de cheval avec fermeture de méningocèle ou de myéloméningocèle, par abord postérieur"
"CAM_PRS_IDE";"AEJA004";"Parage et fermeture de plaie pénétrante vertébrospinale, par abord postérieur"
"CAM_PRS_IDE";"AEJA001";"Parage et fermeture de plaie pénétrante vertébrospinale, par abord antérieur ou antérolatéral"
"CAM_PRS_IDE";"AEJA005";"Parage et fermeture de plaie pénétrante vertébrospinale avec ostéosynthèse vertébrale, par abord postérieur"
"CAM_PRS_IDE";"AEJA002";"Parage et fermeture de plaie pénétrante vertébrospinale avec ostéosynthèse vertébrale, par abord antérieur ou antérolatéral"
"CAM_PRS_IDE";"AFSA002";"Fermeture d'un spina bifida avec méningocèle, par abord postérieur"
"CAM_PRS_IDE";"AFSA001";"Fermeture d'un spina bifida avec myéloméningocèle, par abord postérieur"
"CAM_PRS_IDE";"AEPA004";"Libération d'une diastématomyélie, par abord postérieur"
"CAM_PRS_IDE";"AFFA006";"Exérèse d'une fistule dermique avec prolongement intradural rachidien"
"CAM_PRS_IDE";"AEJA003";"Évacuation d'hématome intraspinal [hématomyélie]"
"CAM_PRS_IDE";"AFLB008";"Pose d'un cathéter péridural [épidural], avec pose d'un système diffuseur ou d'une pompe implantable souscutané"
"CAM_PRS_IDE";"AFLA003";"Pose d'un cathéter intrathécal ou intrakystique spinal, avec pose d'un système diffuseur ou d'une pompe implantable souscutané"
"CAM_PRS_IDE";"AFGA001";"Ablation d'un système diffuseur ou d'une pompe implanté souscutané et du cathéter péridural [épidural] ou intrathécal spinal"
"CAM_PRS_IDE";"AFKB002";"Changement d'un cathéter péridural [épidural] relié à un système diffuseur ou à une pompe implanté souscutané"
"CAM_PRS_IDE";"AFKB001";"Changement d'un cathéter intrathécal spinal relié à un système diffuseur ou une pompe implanté souscutané"
"CAM_PRS_IDE";"QZKA001";"Changement d'un système diffuseur ou d'une pompe implanté souscutané sans changement du cathéter péridural [épidural] ou intrathécal spinal"
"CAM_PRS_IDE";"AFLB007";"Injection thérapeutique péridurale [épidurale] d'agent pharmacologique, sans guidage"
"CAM_PRS_IDE";"AFLB001";"Injection péridurale [épidurale] de sang autologue [Blood patch]"
"CAM_PRS_IDE";"AFLH001";"Injection thérapeutique péridurale [épidurale] d'agent pharmacologique, par voie transcutanée avec guidage radiologique"
"CAM_PRS_IDE";"AFLB006";"Injection thérapeutique intrathécale d'agent pharmacologique, par voie transcutanée sans guidage"
"CAM_PRS_IDE";"AFLH002";"Injection thérapeutique intrathécale d'agent pharmacologique, par voie transcutanée avec guidage radiologique"
"CAM_PRS_IDE";"AFLB003";"Séance d'injection intrathécale d'agent pharmacologique anticancéreux, par voie transcutanée"
"CAM_PRS_IDE";"AFLB013";"Séance d'administration intrathécale d'agent pharmacologique anticancéreux, par un dispositif implanté"
"CAM_PRS_IDE";"AFLB017";"Administration péridurale [épidurale] d'agent pharmacologique au long cours"
"CAM_PRS_IDE";"AFLB016";"Administration intrathécale ou intrakystique spinale d'agent pharmacologique au long cours"
"CAM_PRS_IDE";"QZMP004";"Remplissage secondaire ou reprogrammation d'une pompe souscutanée à infusion continue du système nerveux central"
"CAM_PRS_IDE";"AFJB002";"Évacuation de liquide cérébrospinal, par voie transcutanée lombale"
"CAM_PRS_IDE";"AFJA001";"Évacuation d'hématome péridural [épidural] rachidien, par abord direct"
"CAM_PRS_IDE";"AFJA004";"Évacuation d'hématome péridural [épidural] rachidien postopératoire, par abord direct"
"CAM_PRS_IDE";"AFJA003";"Évacuation d'hématome intradural rachidien, par abord direct"
"CAM_PRS_IDE";"AFPA001";"Mise à plat de lésion infectieuse péridurale rachidienne et/ou paravertébrale postopératoire [sepsis], par abord direct"
"CAM_PRS_IDE";"AFCA004";"Dérivation externe du liquide cérébrospinal subarachnoïdien rachidien"
"CAM_PRS_IDE";"AFCA002";"Dérivation lombopéritonéale du liquide cérébrospinal subarachnoïdien rachidien, par abord direct"
"CAM_PRS_IDE";"AFCA001";"Dérivation d'une cavité liquidienne intraspinale [syringomyélique] ou périspinale dans l'espace subarachnoïdien rachidien, par abord direct"
"CAM_PRS_IDE";"AFCA003";"Dérivation d'une cavité liquidienne intraspinale [syringomyélique] ou périspinale en dehors de l'espace subarachnoïdien rachidien, par abord direct"
"CAM_PRS_IDE";"AFGA002";"Ablation d'une dérivation interne intraspinale du liquide cérébrospinal rachidien, par abord direct"
"CAM_PRS_IDE";"AFJA002";"Parage d'une épidurite et/ou d'une spondylodiscite sans reconstruction vertébrale, par abord direct"
"CAM_PRS_IDE";"AFJA005";"Parage d'une épidurite et/ou d'une spondylodiscite avec reconstruction vertébrale par greffe et/ou ostéosynthèse, par abord direct"
"CAM_PRS_IDE";"AFFA004";"Exérèse de kyste méningé intracanalaire vertébral, par abord postérieur"
"CAM_PRS_IDE";"AFSA003";"Fermeture d'une fistule de liquide cérébrospinal ou d'une méningocèle postopératoire spinale"
"CAM_PRS_IDE";"AFFA007";"Exérèse de tumeur intradurale extraspinale, par abord postérieur ou postérolatéral"
"CAM_PRS_IDE";"AFFA001";"Exérèse de tumeur intradurale extraspinale sans reconstruction vertébrale, par abord antérieur ou antérolatéral"
"CAM_PRS_IDE";"AFFA009";"Exérèse de tumeur intradurale extraspinale avec reconstruction vertébrale, par abord antérieur ou antérolatéral"
"CAM_PRS_IDE";"AFFA010";"Exérèse de tumeur épidurale rachidienne, par abord postérieur"
"CAM_PRS_IDE";"AFFA005";"Exérèse de tumeur épidurale rachidienne avec ostéosynthèse vertébrale, par abord postérieur"
"CAM_PRS_IDE";"AFFA003";"Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale sans reconstruction vertébrale, par abord postérieur ou postérolatéral"
"CAM_PRS_IDE";"AFFA008";"Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale sans reconstruction vertébrale, par abord antérieur ou antérolatéral"
"CAM_PRS_IDE";"AFFA002";"Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale avec reconstruction vertébrale, par abord postérieur ou postérolatéral"
"CAM_PRS_IDE";"AFFA011";"Exérèse de tumeur en sablier extracanalaire et intracanalaire vertébrale avec reconstruction vertébrale, par abord antérieur ou antérolatéral"
"CAM_PRS_IDE";"ABMP001";"Contrôle et/ou réglage secondaire transcutané d'une valve de dérivation de liquide cérébrospinal à pression d'ouverture réglable"
"CAM_PRS_IDE";"ABMA002";"Révision ou changement d'élément d'une dérivation interne du liquide cérébrospinal, par abord direct"
"CAM_PRS_IDE";"ABGA002";"Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct"
"CAM_PRS_IDE";"AALB001";"Implantation d'électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique"
"CAM_PRS_IDE";"AALA900";"Implantation d'électrode de stimulation corticale cérébrale à visée thérapeutique, par craniotomie"
"CAM_PRS_IDE";"AELB002";"Implantation d'électrode de stimulation de la moelle épinière à visée thérapeutique, par voie transcutanée"
"CAM_PRS_IDE";"AELB001";"Implantation d'électrode de stimulation de la moelle épinière à visée thérapeutique par voie transcutanée, avec implantation souscutanée d'un générateur de stimulation neurologique"
"CAM_PRS_IDE";"AELA001";"Implantation d'électrode de stimulation de la moelle épinière à visée thérapeutique, par abord direct"
"CAM_PRS_IDE";"AALA004";"Implantation souscutanée d'un générateur de stimulation cérébrale"
"CAM_PRS_IDE";"AELA002";"Implantation souscutanée d'un générateur de stimulation de la moelle épinière"
"CAM_PRS_IDE";"AAMP387";"Réglage secondaire d'un paramètre de système de stimulation cérébrale profonde"
"CAM_PRS_IDE";"AAMP173";"Réglage secondaire de plusieurs paramètres de système de stimulation cérébrale profonde"
"CAM_PRS_IDE";"AAMP003";"Réglage secondaire des paramètres de chaque plot de système de stimulation cérébrale profonde [cartographie]"
"CAM_PRS_IDE";"AEMP491";"Réglage secondaire ou reprogrammation d'un générateur souscutané de stimulation de la moelle épinière"
"CAM_PRS_IDE";"AAGB001";"Ablation d'électrode intracérébrale"
"CAM_PRS_IDE";"AAGA900";"Ablation d'électrode corticale cérébrale, par craniotomie"
"CAM_PRS_IDE";"AEGB001";"Ablation d'électrode de stimulation de la moelle épinière, par voie transcutanée"
"CAM_PRS_IDE";"AEGA001";"Ablation d'électrode de stimulation de la moelle épinière, par abord direct"
"CAM_PRS_IDE";"AZGA001";"Ablation d'un générateur souscutané de stimulation du système nerveux central"
"CAM_PRS_IDE";"AAKA001";"Changement d'un générateur souscutané de stimulation cérébrale"
"CAM_PRS_IDE";"AEKA001";"Changement d'un générateur souscutané de stimulation de la moelle épinière"
"CAM_PRS_IDE";"ADPA020";"Décompression du nerf optique, par abord orbitaire"
"CAM_PRS_IDE";"ADPA001";"Décompression du nerf optique, par craniotomie"
"CAM_PRS_IDE";"ADPA023";"Décompression du nerf optique, par abord transsinusien [transethmoïdal]"
"CAM_PRS_IDE";"ADLB001";"Infiltration thérapeutique de branche terminale du nerf trijumeau"
"CAM_PRS_IDE";"ADNB001";"Destruction sélective de branche terminale du nerf trijumeau, par voie transcutanée ou transmuqueuse sans guidage"
"CAM_PRS_IDE";"ADNH002";"Destruction sélective de branche terminale du nerf trijumeau, par voie transcutanée avec guidage radiologique"
"CAM_PRS_IDE";"ADPA016";"Décompression du nerf infraorbitaire, par abord direct"
"CAM_PRS_IDE";"ADPA004";"Décompression du nerf alvéolaire inférieur [dentaire inférieur], par abord intrabuccal"
"CAM_PRS_IDE";"ADCA004";"Déroutement du nerf alvéolaire inférieur [dentaire inférieur], par abord intrabuccal"
"CAM_PRS_IDE";"ADPA003";"Section d'une branche extracrânienne du nerf trijumeau, par abord direct"
"CAM_PRS_IDE";"ADCA002";"Suture de plaie du nerf facial extrapétreux"
"CAM_PRS_IDE";"ADEA001";"Autogreffe du nerf facial, par abord transmastoïdien"
"CAM_PRS_IDE";"ADEA004";"Autogreffe du nerf facial, par abord suprapétreux et/ou par abord rétrosigmoïdien"
"CAM_PRS_IDE";"ADEA003";"Autogreffe du nerf facial avec déroutement, par abord translabyrinthique"
"CAM_PRS_IDE";"ADEA002";"Autogreffe du nerf facial extrapétreux"
"CAM_PRS_IDE";"ADPA008";"Décompression du nerf facial, par abord transmastoïdien"
"CAM_PRS_IDE";"ADPA011";"Décompression du nerf facial, par abord suprapétreux"
"CAM_PRS_IDE";"ADPA021";"Décompression du nerf facial, par abord transmastoïdien et par abord suprapétreux"
"CAM_PRS_IDE";"ADCA001";"Déroutement et suture du nerf facial, par abord transmastoïdien"
"CAM_PRS_IDE";"ADCA003";"Déroutement et suture du nerf facial, par abord suprapétreux"
"CAM_PRS_IDE";"ADCA007";"Déroutement et suture du nerf facial, par abord translabyrinthique"
"CAM_PRS_IDE";"ADPA015";"Section du nerf du canal ptérygoïdien [Neurotomie vidienne]"
"CAM_PRS_IDE";"ADPA009";"Section des nerfs pétreux, par abord suprapétreux"
"CAM_PRS_IDE";"ADFA004";"Exérèse de lésion du nerf facial intrapétreux avec réparation immédiate"
"CAM_PRS_IDE";"ADFA003";"Exérèse de lésion du nerf facial extrapétreux sans réparation immédiate"
"CAM_PRS_IDE";"ADFA006";"Exérèse de lésion du nerf facial extrapétreux avec réparation immédiate"
"CAM_PRS_IDE";"ADPA007";"Neurotomie vestibulaire, par abord suprapétreux"
"CAM_PRS_IDE";"ADPA005";"Neurotomie vestibulaire, par abord translabyrinthique"
"CAM_PRS_IDE";"ADPA010";"Neurotomie vestibulaire, par abord rétrolabyrinthique"
"CAM_PRS_IDE";"ADPA017";"Section du nerf tympanique [de Jacobson] dans le cavum tympanique"
"CAM_PRS_IDE";"ADPA012";"Section du nerf ampullaire postérieur"
"CAM_PRS_IDE";"ADPC004";"Vagotomie tronculaire, par thoracoscopie"
"CAM_PRS_IDE";"ADPA014";"Vagotomie tronculaire, par thoracotomie"
"CAM_PRS_IDE";"ADPC001";"Vagotomie tronculaire, par colioscopie"
"CAM_PRS_IDE";"ADPA022";"Vagotomie tronculaire, par laparotomie"
"CAM_PRS_IDE";"ADPA018";"Vagotomie tronculaire avec gastrojéjunostomie, par laparotomie"
"CAM_PRS_IDE";"ADPA024";"Vagotomie tronculaire avec antrectomie gastrique, par laparotomie"
"CAM_PRS_IDE";"ADPC003";"Vagotomie tronculaire postérieure avec séromyotomie osogastrique antérieure, par colioscopie"
"CAM_PRS_IDE";"ADPA002";"Vagotomie tronculaire postérieure avec séromyotomie osogastrique antérieure, par laparotomie"
"CAM_PRS_IDE";"ADPC002";"Vagotomie suprasélective, par colioscopie"
"CAM_PRS_IDE";"ADPA019";"Vagotomie suprasélective, par laparotomie"
"CAM_PRS_IDE";"ADLA001";"Implantation d'un stimulateur du nerf vague, par abord direct"
"CAM_PRS_IDE";"ADKA001";"Changement d'un générateur de stimulation du nerf vague, par abord direct"
"CAM_PRS_IDE";"ADGA001";"Ablation d'un générateur de stimulation du nerf vague, par abord direct"
"CAM_PRS_IDE";"ADNH001";"Destruction sélective du nerf glossopharyngien, par voie transcutanée avec guidage radiologique"
