UCD_UCD_COD;UCD_ETA_COD;RSV_HOS_COD;PRE_HOS_COD;PHA_MED_PIH;UCD_SVP_COD;UCD_PSP_TOP;UCD_SPE_LIB;UCD_RCP_LI1;UCD_RCP_LI2;UCD_RCP_LI3;PHA_FRM_COD;PHA_FRM_LIB;PHA_FRC_COD;PHA_FRC_LIB;PHA_SUB_DOS;PHA_DOS_UNI;UCD_VOI_ADM;PHA_ATC_CLA;PHA_ATC_LIB;PHA_EPH_COD;PHA_EPH_LIB;UCD_INS_DTD;UCD_INS_DTF;UCD_LIS_TOP;INS_MTF_LIB
0000009222676;D;N;O;N;O;O;DOXORUBICINE TVC 200 MG INJ;DOXORUBICINE TEVA 200 MG/100 ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;11MAY2005:00:00:00;;1;
0000009222682;D;N;O;N;O;O;DOXORUBICINE TVC 50 MG SOL INJ;DOXORUBICINE TEVA 50 MG/25 ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;11MAY2005:00:00:00;;1;
0000009223078;D;N;N;N;N;N;DEXAMETHASONE MYL 20 MG SOL INJ;DEXAMETHASONE MYLAN 20 mg/5 ml, solution injectable en ampoule;;;48;SOLUTION;295;SOLUTION INJECTABLE;1.5000;MG;ORALE;H02AB02;DEXAMETHASONE;H02A1;CORTICOSTEROIDES INJECTABLES NON ASSOCIES;29JUL2004:00:00:00;;1;
0000009223084;D;N;N;N;N;N;DEXAMETHASONE MYL 4MG SOL INJ;DEXAMETHASONE MYLAN 4 mg/1 ml, solution injectable en ampoule;;;48;SOLUTION;295;SOLUTION INJECTABLE;1.5000;MG;ORALE;H02AB02;DEXAMETHASONE;H02A1;CORTICOSTEROIDES INJECTABLES NON ASSOCIES;29JUL2004:00:00:00;;1;
0000009223109;D;N;N;N;N;N;NALOXONE MYL 0,4 MG SOL INJ;NALOXONE MYLAN 0,4 mg/1 ml, solution injectable en ampoule;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;V03AB15;NALOXONE;N07F;MEDICAMENTS CONTRE LA DEPENDANCE OPIOIDE;29JUL2004:00:00:00;;1;
0000009223730;S;N;N;O;N;N;VIRACEPT 250MG CPR PELLICULE;VIRACEPT 250 MG, COMPRIME PELLICULE;;;15;COMPRIME;307;NE PAS ECRASER COMPRIME PELLICULE;;;;J05AE04;NELFINAVIR;J05C2;INHIBITEURS DE PROTEASE;27DEC2004:00:00:00;;1;
0000009224698;D;N;O;N;O;O;ETOPOSIDE MYL 200 MG SOL INJ;ETOPOSIDE MYLAN 200 MG/10 ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CB01;ETOPOSIDE;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;11MAY2005:00:00:00;;1;
0000009224758;S;N;N;O;N;N;KOGENATE BAY 1000UI/2,5ML INJ;KOGENATE BAYER 1000 UI POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;11MAY2005:00:00:00;;2;
0000009224764;S;N;N;O;N;N;KOGENATE BAY 250UI/2,5ML INJ;KOGENATE BAYER 250 UI POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;11MAY2005:00:00:00;;2;
0000009224770;S;N;N;O;N;N;KOGENATE BAY 500UI/2,5ML INJ;KOGENATE BAYER 500 UI POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;11MAY2005:00:00:00;;2;
0000009224971;D;N;N;O;N;N;HELIXATE NEXGEN 1000 UI PDR INJ;HELIXATE NEXGEN 1000 UI, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;11MAY2005:00:00:00;;2;
0000009224988;D;N;N;O;N;N;HELIXATE NEXGEN 250 UI PDR  INJ;HELIXATE NEXGEN 250 UI, poudre et solvant pour solution injectable;;;87;SOLVANT;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;11MAY2005:00:00:00;;2;
0000009224994;D;N;N;O;N;N;HELIXATE NEXGEN 500 UI PDR INJ;HELIXATE NEXGEN 500 UI, poudre et solvant pour solution injectable;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;11MAY2005:00:00:00;;2;
0000009225812;D;N;N;N;N;N;ENGERIX B 20 AD SUSP INJ;ENGERIX B 20 MICROGRAMMES/1 ML, SUSPENSION INJECTABLE EN SERINGUE PREREMPLIE;;;50;SUSPENSION;281;SUSPENSION INJECTABLE;;;;J07BC01;HEPATITE B, ANTIGENE PURIFIE;J07A3;HEPATITE;02MAR2017:00:00:00;30MAR2018:00:00:00;1;RADIATION
0000009225901;D;N;N;O;N;N;TRIZIVIR CPR;TRIZIVIR 300 mg / 150 mg / 300 mg, comprime pellicule;;;15;COMPRIME;307;COMPRIME PELLICULE;2.0000;UD;ORALE;J05AR04;ZIDOVUDINE, LAMIVUDINE ET ABACAVIR;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;27DEC2004:00:00:00;;1;
0000009225918;S;N;N;O;N;N;FACTANE 1000UI/10ML PDR SOL INJ;FACTANE 100 UI/ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;11MAY2005:00:00:00;;2;
0000009225924;D;N;N;O;N;N;FACTANE 250 UI PDR ET SOL INJ;FACTANE 100 UI/mL, poudre et solvant pour solution injectable.;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;11MAY2005:00:00:00;;2;
0000009225930;D;N;N;O;N;N;FACTANE 500 UI PDR ET SOL INJ;FACTANE 500 UI/5 ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD02;FACTEUR VIII DE COAGULATION;B02D1;FACTEUR VIII;11MAY2005:00:00:00;;2;
0000009226473;S;N;N;N;N;N;CEFALOTINE MYL 1G PDR INJ;CEFALOTINE MYLAN 1 G, POUDRE POUR SUSPENSION INJECTABLE (IM-IV);;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;;;;J01DB03;CEFALOTINE;J01D2;CEPHALOSPORINES INJECTABLES;29JUL2004:00:00:00;;1;
0000009226496;D;N;N;N;N;N;CEFAZOLINE MYL 1 G PDR INJ IV IM;CEFAZOLINE MYLAN 1 g, poudre pour solution injectable (IM-IV) en flacon;;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;;;;J01DB04;CEFAZOLINE;J01D2;CEPHALOSPORINES INJECTABLES;29JUL2004:00:00:00;;1;
0000009226562;S;N;O;N;O;O;CISPLATINE MKG 10MG/20ML INJ;CISPLATINE MERCK 10 MG/20 ML, SOLUTION INJECTABLE POUR PERFUSION EN FLACON;;;48;SOLUTION;295;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01XA01;CISPLATINE;L01X2;DERIVES DU PLATINE;11MAY2005:00:00:00;;1;
0000009226585;S;N;O;N;O;O;CISPLATINE MKG 25MG/50ML INJ;CISPLATINE MERCK 25 MG/50 ML, SOLUTION INJECTABLE POUR PERFUSION EN FLACON;;;48;SOLUTION;295;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01XA01;CISPLATINE;L01X2;DERIVES DU PLATINE;31DEC2005:00:00:00;;1;
0000009226616;S;N;O;N;O;O;CISPLATINE MKG 50MG/100ML INJ;CISPLATINE MERCK 50 MG/100 ML, SOLUTION INJECTABLE POUR PERFUSION EN FLACON;;;48;SOLUTION;295;SOLUTION INJECTABLE SOLUTION POUR PERFUS;;;;L01XA01;CISPLATINE;L01X2;DERIVES DU PLATINE;31DEC2005:00:00:00;;1;
0000009226763;D;N;O;N;N;N;METHYLPREDNISOLONE MYL 120MG PDR INJ;METHYLPREDNISOLONE MYLAN 120 mg, poudre pour solution injectable (IM-IV);;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;7.5000;MG;ORALE;H02AB04;METHYLPREDNISOLONE;H02A1;CORTICOSTEROIDES INJECTABLES NON ASSOCIES;29JUL2004:00:00:00;;1;
0000009226786;D;N;N;N;N;N;METHYLPREDNISOLONE MYL 20 MG PDR INJ;METHYLPREDNISOLONE MYLAN 20 mg, poudre pour solution injectable (IM-IV);;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;7.5000;MG;ORALE;H02AB04;METHYLPREDNISOLONE;H02A1;CORTICOSTEROIDES INJECTABLES NON ASSOCIES;29JUL2004:00:00:00;;1;
0000009226792;D;N;N;N;N;N;METHYLPREDNISOLONE MYL 40 MG PDR INJ;METHYLPREDNISOLONE MYLAN 40 MG, POUDRE POUR SOLUTION INJECTABLE (IM-IV);;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;7.5000;MG;ORALE;H02AB04;METHYLPREDNISOLONE;H02A1;CORTICOSTEROIDES INJECTABLES NON ASSOCIES;29JUL2004:00:00:00;;1;
0000009226852;D;N;N;N;N;N;NALBUPHINE MYL 20 MG SOL INJ;NALBUPHINE MYLAN 20 MG/2 ML, SOLUTION INJECTABLE (IV - SC - IM);;;48;SOLUTION;295;SOLUTION INJECTABLE;80.0000;MG;INJECTABLE;N02AF02;NALBUFINE;N02A;NARCOTIQUES;29JUL2004:00:00:00;;1;
0000009226929;S;N;N;N;N;N;TOBRAMYCINE MYL 25MG/2,5ML SOL;TOBRAMYCINE MYLAN 25 MG/2,5 ML, SOLUTION INJECTABLE (IM-IV) EN FLACON;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J01GB01;TOBRAMYCINE;J01K;AMINOSIDES;29JUL2004:00:00:00;;1;
0000009226935;S;N;N;N;N;N;TOBRAMYCINE MYL 75MG/1,5ML SOL;TOBRAMYCINE MYLAN 75 MG/1,5 ML, SOLUTION INJECTABLE (IM-IV) EN FLACON;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;J01GB01;TOBRAMYCINE;J01K;AMINOSIDES;29JUL2004:00:00:00;;1;
0000009226941;D;N;O;N;N;N;TRIFLUCAN 400 MG SOL INJ;TRIFLUCAN 400 MG/200 ML, SOLUTION POUR PERFUSION;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J02AC01;FLUCONAZOLE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;22SEP2006:00:00:00;;1;
0000009226970;D;N;O;N;N;N;VANCOMYCINE MYL 125 MG PDR INJ;VANCOMYCINE MYLAN 125 MG, POUDRE POUR SOLUTION POUR PERFUSION (IV);;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;J01XA01;VANCOMYCINE;J01X1;ANTIBACTERIENS GLYCOPEPTIDES;27DEC2004:00:00:00;;1;
0000009226987;D;N;O;N;N;N;VANCOMYCINE MYL 250 MG PDR INJ;VANCOMYCINE MYLAN 250 MG, POUDRE POUR SOLUTION POUR PERFUSION (IV);;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;2000.0000;MG;INJECTABLE;J01XA01;VANCOMYCINE;J01X1;ANTIBACTERIENS GLYCOPEPTIDES;27DEC2004:00:00:00;;1;
0000009227679;D;N;N;N;N;N;CEFTRIAXONE MYL 2G PDR INJ;CEFTRIAXONE MYLAN 2 G, POUDRE POUR SOLUTION INJECTABLE (IV);;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;;;;J01DD04;CEFTRIAXONE;J01D2;CEPHALOSPORINES INJECTABLES;29JUL2004:00:00:00;;1;
0000009227685;S;N;O;N;O;O;FLUOROURACILE MYL 50MG/ML 10ML;FLUOROURACILE MYLAN 50 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;31DEC2005:00:00:00;;1;
0000009227691;S;N;O;N;O;O;FLUOROURACILE MYL 50MG/ML 100ML;FLUOROURACILE MYLAN 50 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;31DEC2005:00:00:00;;1;
0000009227716;S;N;O;N;O;O;FLUOROURACILE MYL 50MG/ML 20ML;FLUOROURACILE MYLAN 50 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;31DEC2005:00:00:00;;1;
0000009227722;S;N;O;N;O;O;FLUOROURACILE MYL 50MG/ML 5ML;FLUOROURACILE MYLAN 50 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01BC02;FLUOROURACILE;L01B;ANTIMETABOLITES;31DEC2005:00:00:00;;1;
0000009228555;S;N;O;N;O;O;PAXENE 6MG/ML SOL INJ FL 25ML;PAXENE 6 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;11MAY2005:00:00:00;28FEB2010:00:00:00;3;RADIATION
0000009228561;S;N;O;N;O;O;PAXENE 6MG/ML SOL INJ FL 5ML;PAXENE 6 mg/ml, solution a diluer pour perfusion;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01CD01;PACLITAXEL;L01C;ANTINEOPLASIQUES D'ORIGINE VEGETALE;11MAY2005:00:00:00;28FEB2010:00:00:00;3;RADIATION
0000009229158;D;N;N;O;N;N;KALETRA 80MG/20MG/ML SOL BUV FL 60ML;KALETRA (80 MG + 20 MG)/ML, solution buvable;;;48;SOLUTION;292;SOLUTION BUVABLE;;;;J05AR10;LOPINAVIR ET RITONAVIR;J05C2;INHIBITEURS DE PROTEASE;27DEC2004:00:00:00;;1;
0000009229483;D;N;O;N;O;O;CAELYX 2 MG/ML SUSP INJ FL 25ML;Caelyx 2 mg/ml solution a diluer pour perfusion;;;50;SUSPENSION;281;LIPOSOME PEGYLEE SUSPENSION INJECTABLE;;;;L01DB01;DOXORUBICINE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;11MAY2005:00:00:00;;3;
0000009231592;S;N;N;N;N;N;PROPYLTHIOURACILE AP-HP 50MG;;;;15;COMPRIME;330;COMPRIME ORAL(E);;;;H03BA02;PROPYLTHIOURACIL;H03B;ANTITHYROIDIENS;22SEP2006:00:00:00;;1;
0000009231669;D;N;O;N;N;N;OCTAGAM 50 MG/ML SOL INJ FL 20ML;OCTAGAM 50 MG/ML, SOLUTION POUR PERFUSION;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;;;;J06BA02;IMMUNOGLOBULINES HUMAINES POLYVALENTES, POUR ADM INTRAVASCULAIRE;J06C;IMMUNOGLOBULINES POLYVALENTES, INTRAVEINEUSES;11MAY2005:00:00:00;;3;
0000009231735;S;N;N;N;N;N;CEFTRIAXONE AGT 2G PDR INJ;CEFTRIAXONE AGUETTANT 2 G, POUDRE POUR SOLUTION POUR PERFUSION;;;44;POUDRE;322;POUDRE POUR SOLUTION POUR PERFUSION;;;;J01DD04;CEFTRIAXONE;J01D2;CEPHALOSPORINES INJECTABLES;29JUL2004:00:00:00;;1;
0000009231818;S;N;O;N;N;N;CEPROTIN 1000UI/10ML PDR INJ;CEPROTIN 1000 UI/10 ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B01AD12;PROTEINE C;B01X;AUTRES MEDICAMENTS ANTITHROMBOTIQUES;11MAY2005:00:00:00;;2;
0000009231824;S;N;O;N;N;N;CEPROTIN 500UI/5ML PDR ET SOL;CEPROTIN 500 UI/5 ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B01AD12;PROTEINE C;B01X;AUTRES MEDICAMENTS ANTITHROMBOTIQUES;11MAY2005:00:00:00;;2;
0000009232120;D;N;N;O;N;N;BETAFACT 500 UI PDR ET SOL INJ;BETAFACT 50 UI/ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD04;FACTEUR IX DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;11MAY2005:00:00:00;;2;
0000009232137;S;N;N;O;N;N;BETAFACT 1000UI/20ML PDR INJ;BETAFACT 50 UI/ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD04;FACTEUR IX DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;11MAY2005:00:00:00;;2;
0000009232143;D;N;N;O;N;N;BETAFACT 250 UI PDR ET SOL INJ;BETAFACT 50 UI/ML, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;;;;B02BD04;FACTEUR IX DE COAGULATION;B02D2;FACTEURS II, VII, IX ET X;11MAY2005:00:00:00;;2;
0000009009994;D;N;O;N;O;O;BELUSTINE 40 MG GELULE;BELUSTINE 40 MG, GELULE;;;21;GELULE;;NE PAS OUVRIR ORAL(E);;;;L01AD02;LOMUSTINE;L01A;AGENTS ALKYLANTS;11MAY2005:00:00:00;;1;
0000009010750;D;N;O;N;O;O;BICNU 100MG PDR ET SOL INJ;BICNU, poudre et solvant pour solution pour perfusion;;;44;POUDRE;387;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;L01AD01;CARMUSTINE;L01A;AGENTS ALKYLANTS;11MAY2005:00:00:00;24APR2015:00:00:00;1;RADIATION
0000009019840;S;N;O;N;O;O;CISPLATYL 25MG/25ML PDR SOL INJ;CISPLATYL 25 MG, POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION;;;44;POUDRE;387;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;L01XA01;CISPLATINE;L01X2;DERIVES DU PLATINE;11MAY2005:00:00:00;;1;
0000009019857;S;N;O;N;O;O;CISPLATYL 50MG/50ML PDR SOL INJ;CISPLATYL 50 MG, POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION;;;44;POUDRE;387;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;L01XA01;CISPLATINE;L01X2;DERIVES DU PLATINE;11MAY2005:00:00:00;;1;
0000009024114;D;N;N;N;N;N;DEBRIDAT 50 MG SOL INJ;DEBRIDAT 50 mg/5 ml, solution injectable en ampoule;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;A03AA05;TRIMEBUTINE;A03F;MEDICAMENTS DE LA MOTRICITE DIGESTIVE;31DEC2005:00:00:00;21FEB2019:00:00:00;1;RADIATION
0000009025711;D;N;O;N;O;O;DETICENE 100 MG PDR ET SOL INJ;DETICENE 100 MG, POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION;;;44;POUDRE;387;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;L01AX04;DACARBAZINE;L01A;AGENTS ALKYLANTS;11MAY2005:00:00:00;;1;
0000009036689;D;N;O;N;N;N;FUNGIZONE 50MG PDR INJ;FUNGIZONE 50 MG, POUDRE POUR SOLUTION INJECTABLE;;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;35.0000;MG;INJECTABLE;J02AA01;AMPHOTERICINE B;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;22DEC2006:00:00:00;;1;
0000009043494;D;N;N;O;O;O;HEXASTAT 100MG GELULE;HEXASTAT, GELULE;;;21;GELULE;328;NE PAS ECRASER NE PAS OUVRIR GELULE ORAL;;;;L01XX03;ALTRETAMINE;L01A;AGENTS ALKYLANTS;11MAY2005:00:00:00;;1;
0000009058596;S;N;O;N;O;N;METHYL GAG 100MG PDR INJ;METHYL GAG 100 MG, POUDRE POUR SOLUTION INJECTABLE;;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;;;;L01XX16;MITOGUAZONE;L01X9;AUTRES ANTINEOPLASIQUES;29JUL2004:00:00:00;;1;
0000009058685;D;N;O;N;O;N;MEXILETINE AP-HP 200MG GELULE;MEXILETINE APHP 200 mg, gelule;;;21;GELULE;328;NE PAS OUVRIR GELULE ORAL(E);;;;M09AX;AUTRES MEDICAMENTS DES DESORDRES MUSCULO-SQUELETTIQUES;M05X;AUTRE MEDICAMENT DES DESORDRES MUSCULAIRES ET DU SQUELETTE;04NOV2010:00:00:00;;1;
0000009063781;D;N;N;N;N;N;NOTEZINE 100MG CPR;NOTEZINE 100 MG, COMPRIME SECABLE;;;15;COMPRIME;330;SECABLE COMPRIME ORAL(E) BISECABLE;;;;P02CB02;DIETHYLCARBAMAZINE;P01B;ANTHELMINTHIQUES, SCHISTOSOMICIDES EXCLUS;27DEC2004:00:00:00;;1;
0000009065107;D;N;O;N;O;O;ONCOVIN 1 MG SOL INJ;ONCOVIN 1 MG/1 ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;L01CA02;VINCRISTINE;L01C1;ANTICANCEREUX ALACALOIDES DE VINCA;29JUL2004:00:00:00;;1;
0000009076080;D;N;O;N;N;N;PROGLICEM 25MG GELULE;PROGLICEM 25 MG, GELULE;;;21;GELULE;328;GELULE ORAL(E) OUVERTURE POSSIBLE;;;;V03AH01;DIAZOXIDE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;27DEC2004:00:00:00;;1;
0000009085647;S;O;N;N;N;N;SOLUMEDROL 500MG PDR ET SOL INJ;SOLUMEDROL 500 MG, POUDRE ET SOLVANT POUR SOLUTION INJECTABLE;;;44;POUDRE;314;POUDRE ET SOLVANT POUR SOLUTION INJ;7.5000;MG;ORALE;H02AB04;METHYLPREDNISOLONE;H02A1;CORTICOSTEROIDES INJECTABLES NON ASSOCIES;29JUL2004:00:00:00;;1;
0000009087959;S;N;N;N;N;N;STIMU TSH 0,25MG/2ML SOL INJ;STIMU-TSH 125 MICROGRAMMES/1 ML, SOLUTION INJECTABLE;;;48;SOLUTION;295;SOLUTION INJECTABLE;;;;V04CJ02;PROTIRELINE;T02X9;TOUT AUTRE TEST DIAGNOSTIQUE;29JUL2004:00:00:00;;1;
0000009088284;D;N;O;N;N;N;STREPTOMYCINE PANPHARMA 1G PDR INJ;STREPTOMYCINE PANPHARMA 1 g, poudre pour preparation injectable;;;44;POUDRE;568;POUDRE POUR PREPARATION INJECTABLE;;;;J01GA01;STREPTOMYCINE;J04A1;ANTITUBERCULEUX, UNE SEULE SUBSTANCE ACTIVE;17JAN2007:00:00:00;;1;
0000009093061;D;N;N;N;N;N;TIBERAL 500 MG CPR;TIBERAL500 MG, COMPRIME;;;15;COMPRIME;308;COMPRIME ENROBE ORAL(E);;;;P01AB03;ORNIDAZOLE;P01A;AMOEBICIDES;29JUL2004:00:00:00;;1;
0000009106993;D;N;O;N;N;N;ANCOTIL 2,5G/250ML SOL INJ;ANCOTIL 1 POUR CENT, SOLUTION POUR PERFUSION;;;48;SOLUTION;296;SOLUTION POUR PERFUSION;10.0000;G;ORALE;J02AX01;FLUCYTOSINE;J02A;AGENT SYSTEMIQUE POUR INFECTIONS FONGIQUES;22SEP2006:00:00:00;;1;
0000009109000;S;O;N;N;N;N;THYMOGLOBULINE 5MG/ML PDR+SOL;THYMOGLOBULINE 5 MG/ML, POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION;;;44;POUDRE;387;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;L04AA04;IMMUNOGLOBULINE ANTI THYMOCYTE (LAPIN);L04A;IMMUNOSUPPRESSEUR;11MAY2005:00:00:00;;2;
0000009109827;D;N;O;N;O;O;NOVANTRONE 20 MG SOL INJ;NOVANTRONE 20 MG/10 ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01DB07;MITOXANTRONE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;11MAY2005:00:00:00;;1;
0000009109862;S;N;N;N;N;N;VACCIN TETANIQUE PASTEUR SUSP INJ;VACCIN TETANIQUE PASTEUR, SUSPENSION INJECTABLE EN SERINGUE PREREMPLIE, VACCIN TETANIQUE ADSORBE;;;50;SUSPENSION;281;SUSPENSION INJECTABLE;;;;J07AM01;ANATOXINE TETANIQUE;J07A2;TETANOS;28AUG2017:00:00:00;14SEP2018:00:00:00;1;RADIATION
0000009117867;S;N;O;N;O;O;CISPLATYL 10MG/10ML PDR SOL INJ;CISPLATYL 10 MG, POUDRE ET SOLVANT POUR SOLUTION POUR PERFUSION;;;44;POUDRE;387;POUDRE ET SOLVANT POUR SOLUTION PR PERF;;;;L01XA01;CISPLATINE;L01X2;DERIVES DU PLATINE;11MAY2005:00:00:00;;1;
0000009118996;D;N;O;N;N;N;PROGLICEM 100MG GELULE;PROGLICEM 100 MG, GELULE;;;21;GELULE;328;GELULE ORAL(E) OUVERTURE POSSIBLE;;;;V03AH01;DIAZOXIDE;A16A;AUTRES MEDICAMENTS DES VOIES DIGESTIVES ET DU METABOLISME;27DEC2004:00:00:00;;1;
0000009119659;D;N;N;O;N;N;RETROVIR 100 MG GELULE;RETROVIR 100 MG, GELULE;;;21;GELULE;328;GELULE ORAL(E);;;;J05AF01;ZIDOVUDINE;J05C1;INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDIQUES ET NUCLEOTIDIQUES;27DEC2004:00:00:00;;1;
0000009120651;D;N;O;N;O;O;ELDISINE 1MG PDR INJ;ELDISINE 1 MG, POUDRE POUR SOLUTION INJECTABLE;;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;;;;L01CA03;VINDESINE;L01C1;ANTICANCEREUX ALACALOIDES DE VINCA;11MAY2005:00:00:00;;1;
0000009120668;S;N;O;N;O;O;ELDISINE 4MG PDR INJ;ELDISINE 4 MG, POUDRE POUR SOLUTION INJECTABLE;;;44;POUDRE;312;POUDRE POUR SOLUTION INJECTABLE;;;;L01CA03;VINDESINE;L01C1;ANTICANCEREUX ALACALOIDES DE VINCA;11MAY2005:00:00:00;;1;
0000009122348;D;N;O;N;O;O;NOVANTRONE 10 MG SOL INJ;NOVANTRONE 10 MG/5 ML, SOLUTION A DILUER POUR PERFUSION;;;48;SOLUTION;290;SOLUTION A DILUER POUR PERFUSION;;;;L01DB07;MITOXANTRONE;L01D;ANTIBIOTIQUES ANTINEOPLASIQUES;11MAY2005:00:00:00;;1;
